[2023.05.24 10:34:57.799] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:05:07.897] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:05:07.898] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:05:08.011] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:05:08.031] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:05:08.033] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:05:08.035] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:05:08.036] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:05:54.639] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:05:54.662] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:05:54.664] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:05:54.666] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:05:54.667] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:08:30.256] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:08:30.272] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.273] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.277] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.279] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:08:30.637] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:08:30.648] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.651] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.652] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.653] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:08:30.945] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:08:30.959] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.960] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.961] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:08:30.962] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:09:36.961] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:09:36.963] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:09:39.371] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:09:39.383] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:09:39.384] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:09:39.385] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:09:39.385] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:10:47.612] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:10:47.613] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:10:49.347] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:10:49.360] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.362] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.363] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.364] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:10:49.749] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:10:49.761] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.762] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.763] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.764] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:10:49.906] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:10:49.923] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.927] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.928] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:10:49.931] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:11:38.929] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:11:38.931] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:11:39.370] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:11:39.373] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:11:41.498] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:11:41.511] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:11:41.512] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:11:41.514] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:11:41.515] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:12:51.205] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:12:51.221] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:12:51.223] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:12:51.224] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:12:51.225] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:14:06.225] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:14:06.226] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:14:07.635] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:14:07.648] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:14:07.650] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:14:07.652] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:14:07.653] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:36.341] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:36.356] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.357] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.359] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.361] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:36.516] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:36.529] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.530] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.531] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.532] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:36.794] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:36.805] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.808] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.811] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.812] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:36.929] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:36.940] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.941] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.942] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:36.943] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:37.079] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:37.091] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:37.093] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:37.095] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:37.097] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:56.958] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:56.968] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:56.969] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:56.971] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:56.972] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:15:57.205] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:15:57.216] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:15:57.218] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:15:57.219] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:15:57.220] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:17:55.959] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:17:56.017] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:17:56.019] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:17:56.020] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:17:56.021] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:17:56.716] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:17:56.730] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:17:56.731] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:17:56.732] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:17:56.733] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:22.222] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.24 23:18:22.235] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.237] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.240] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.241] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:22.404] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.24 23:18:22.420] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.422] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.423] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.424] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:22.701] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.24 23:18:22.714] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.717] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.718] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.720] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:22.845] [HTTP] /Tableinsert.page (Method: GET, IP: ::1)
[2023.05.24 23:18:22.857] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.865] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.867] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:22.867] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:51.085] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:18:51.096] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.098] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.100] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.101] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:51.661] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:18:51.673] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.675] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.676] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.678] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:18:51.814] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:18:51.836] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.839] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.840] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:18:51.842] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:19:03.599] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:19:03.601] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:19:06.003] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:19:06.015] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:19:06.016] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:19:06.017] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:19:06.018] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:20:19.758] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:20:19.771] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:20:19.774] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:20:19.776] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:20:19.777] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:20:19.927] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:20:19.947] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:20:19.949] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:20:19.950] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:20:19.951] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:20:20.236] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:20:20.249] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:20:20.250] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:20:20.251] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:20:20.251] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:20:26.504] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:20:26.517] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.519] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.520] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.521] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:20:26.647] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:20:26.658] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.659] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.660] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.661] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:20:26.786] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:20:26.797] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.798] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.800] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:20:26.801] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:21:20.710] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:21:20.724] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:21:20.726] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:21:20.727] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:21:20.728] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:21:20.886] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:21:20.902] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:21:20.905] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:21:20.906] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:21:20.907] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:21:21.154] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:21:21.166] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:21:21.168] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:21:21.169] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:21:21.172] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:21:21.317] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:21:21.332] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:21:21.336] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:21:21.337] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:21:21.338] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:21:27.189] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:21:27.202] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:21:27.204] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:21:27.205] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:21:27.206] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:22:15.767] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:22:15.780] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:22:15.782] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:22:15.785] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:22:15.786] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:22:35.424] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.24 23:22:35.480] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:22:35.481] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:22:35.482] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:22:35.484] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:22:41.144] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:22:41.145] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:22:41.146] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:25:59.941] [HTTP] /Visualization.page/StandardData1 (Method: GET, IP: ::1)
[2023.05.24 23:25:59.943] [Error:404] /Visualization.page/StandardData1/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\Visualization.page\StandardData1'/n
[2023.05.24 23:26:01.963] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:26:01.987] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:26:01.991] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:26:01.993] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.24 23:26:01.993] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.24 23:26:02.182] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.24 23:26:02.196] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.24 23:26:02.199] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.24 23:26:02.200] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
